@relation play_store_comments
@attribute ps_class {mauvais, neutre, bien}
@attribute text String
@data
bien, ' Oua  c  genial  je aimer  grave car je adorer  cyprien et je aimerfai  lui poser un question : être ce que tu connaître squeezie  ( ca  c  oui c  sur ) norman  kihouu  tal  blackm  ... . '
bien, ' très bon appli  je adorer ce application de Cyprien  , aucun bug  , le présentation être clair , à chaque que un nouveau vidéo être publier je suivre|être informer par un notification . je conseiller fortement ce application au fan de Cyprien  . '
mauvais, ' Probleme  de icone depuis que je ais installer le nouveau maj  @card@ le icone de le application avoir disparaître mais sinon avant de avoir installer le maj  le application eteait  tres  bonne '
mauvais, ' Bug  moi aussi il y avoir un beug  , ca  ne vouloir pas se ouvrir . mais moi aussi je adorer Cyprien  ! '
bien, ' Bug  du que je lancer le application il bug  mais je la|le avoir sur mon iPod  être ce être très bien ! '
bien, ' juste un truc je ne pouvoir mettre @card@ pour un chose lorsque je quitter le page sous Android  et que je y retourner @card@ sec après rien ne être en mémoire je devoir me reconnecter  et remettre mon match à chaque foi|fois ... bref je perdre tout c  bien relou  ! mais je aimer  bien lappli  sinon juste le côté pratique ou je avoir un peu de mal : -/  désoler , un correction à cela nan  ? ? ? '
mauvais, ' passe à côté de son objectif un app  Betclic  , ce être censé permettre de parier sur le match ! surtout que il en faire le pub à le TV avant le match ! le site mobile de Betclic  être pourrave  , je avoir rater de gros gain à cause de son fonctionnement , et aussi en me faire avoir par le intérêt inexistant de ce application trompeur . bref , ne servir à rien en le état . '
mauvais, ' ien  le désert ! ! ! ! ! il n  y avoir rien ou être l  option couper du monde ? ? ? ? '
bien, ' J  aipe  le football mon joueur préféré ce Lionel  Messi  '
bien, ' \' aimer betclic  ce être pour cela je me cinq étoile '
mauvais, ' belgique absent ! impossible de se inscrire si vous être naître en Belgique , absent dans le liste ... ridicule ! '
bien, ' énial  pour suivre le Coupe  du Monde ! '
bien, ' apiti  cool '
bien, ' tester & satisfaire tester & satisfaire : no  comment '
bien, ' rès  bon app  . je adorer ! '
bien, ' super ce qui me manqait  pour reussir  le pari , coool  . '
bien, ' avec betclic  live je suivre|être tout mon resultats  en direct sur mon smart . je maintenent  heureux car je avoir le appli  betclic  et cela me faciliter le tache '
bien, ' agnifique  , je tout le information ! ! '
bien, ' avoir bon '
bien, ' je avoir adorer . je avoir adorer . '
bien, ' trop coool  '
bien, ' top trop sympa ! ! ! '
bien, ' avoir pa  mal '
neutre, ' ui  bof '
bien, ' out caler '
bien, ' ul  '
bien, ' aimer '
mauvais, ' impossible de se inscrire il y avoir plus de @card@ âne qui se appeler Martin , quand je me inscrire avec mon nom on me répondre que le nom exister déjà lol  ben oui je ne suivre|être pas unique ! ! ! '
mauvais, ' avoir du tout pratique , on ne pouvoir pas effectuer de recherche et le présentation ne être pas non plus exceptionnelle.  . '
neutre, ' BetClic  , faire quelque chose ! je dire cela pour vous mais ce être valable pour tout le applis  de pari . je trouver cela dingue que il ne y avoir aucun applis  qui permettre de parier en ligne sur Android  , alors que sur Apple  , il y en avoir minimum @ord@ . aller BetClic  , faire nous rêver ! '
mauvais, ' avoir revoir pas du tout ergonomique et impossible de parier avec ce application . '
neutre, ' pas mal pas mal mais ca  faire pas le principal ... parier ... . '
mauvais, ' quand le pari sur mobile sous android  '
mauvais, ' rancheche  zéro : *  ) : @  '
mauvais, ' res  nul '
bien, ' erci  '
bien, ' ote  pour tout bet  clic ( ou l  avoir peu parier en . live ) peu s  intaller  il sufit  ds  bet  clic live de telecharger  l  apli  ( il falloir cliquer sur le pub parer en bas et dl l  appli  et il falloir cocher ds  reglages  autoriser installation source inconnu ) ENJOY  . sinon sympa . pour le live manquer plus que du streaming  et ca  être top '
mauvais, ' instable application instable sur s3  , qui ram et faire chauffer le processeur , rester sur le pc  ou aller consulter directement sur Internet par mobile '
mauvais, ' nul on ne pouvoir pas parier avec l  \' appli  aucun utilité '
mauvais, ' plus pourrir , tu mourir ! un beau pub et puis plus rien ! virée illico ! '
mauvais, ' servir avoir rien . ce appli  ne être pas avoir le hauteur de son marque . le côte être introuvable . le parcours de le appli  être trop rapide . ya rien avoir voir . rien avoir faire . Cest  moche et cest  pas beau . bravo le gars ! ! ! '
mauvais, ' elle servir à quoi ce apli  ? ? ? impossible de parier voir le côte ou se connecter ... autant rien faire ... '
bien, ' Ebook  Pelerin  super installation , avoir acheter un ebook  chez Bayard  . suivre|être pas décevoir . '
bien, ' Ebook  et PDF  Reader  avec ceci , je avoir desinstallé  le autre application reader , car je en avoir plus besoin . merci pour ce outil merveilleux . '
bien, ' bien mais ... très bon application , quelque amélioration pouvoir être néanmoins apporter au niveau et ergonomie . '
mauvais, ' trop confus pas intuitif ... Et  ras le bol du " rate " . donc poubelle et je deconseille  . '
mauvais, ' bof de le pub , me trouver mon pdf  mais pas mon epub  l  autre ebook  reader être @card@ foi|fois mieux '
bien, ' quel plaisir de pouvoir lire son roman et de annoter , de commenter son propre ouvrage et tout cela sans être gène par le pub ! ! grand merci ! ! ! '
bien, ' Ok  ce être trop cool mais je ne savoir pas si il pouvoir surligner  le mot '
bien, ' un très bon application ce être le mieux que je pouvoir vous conseiller . vous ne être pas deçu  \' après essai de plusieurs autre \' c  être le meilleur ! ! ! '
bien, ' très bien il marcher très bien lie plusieurs format pas de souci avec mon wiko  '
bien, ' je ne avoir plus besoin de aller à le bibliothèque . je en avoir un sur mon portable . merci Ebook  Reader  ... '
bien, ' le class ! ! C un tres  bne  appli  sur mn  Pantech  Adreno  @card@ ... cela rivaliser avc  Adobe.  . slmt  q  cela ne reconnaître pa  de autre type d  fichier apart  le pdf  , ds  le dossiers.  . mais sinon c  le class . le affichage c  more than  adobe reader.  . believe  ! €  '
neutre, ' dodo Eebok  reader ne être pas petit d.  Tres  interessant  , je vous le recommander . que le paix soit avec vous . '
bien, ' E  book  reader facile d  utilisation , j  apprécier beaucoup , néanmoins , il arriver que je ne maîtriser pas le de élément et que je retrouver plusieurs page plus loin '
neutre, ' L \' appli  me permettre de ouvrir mon fichier pdf  sans pb  . mais il falloir faire quelque chose pour le pub intempestif ! '
mauvais, ' ne lire pas le epub  ce format être prendre en charge avec le version @card@ mais le installation proposer que le version @card@ téléchargement  effectuer pour rien : -(  '
bien, ' pratique on retrouver tout notre document dans un seul appli  . ce être très pratique . '
bien, ' pat très bien mais si possible rendre le manipulation plus rapide quand on à un recherche à faire de un page que on vouloir lire rapidement , et le cela être le top , sinon bravo quand même , ce être le mieux que connaître pour le instant , merci beaucoup pour votre travail '
bien, ' parfait sauf ce être parfait si il ne y avoir pas le pub '
bien, ' simple de utilisation . le présentation du livre sur le étagère être bluffante  et pratique à le usage . merci '
bien, ' Awesome  ! ! ! I lover the  apparence , never  had  avoir problem  while  using  it  . It\'s  avoir good  app  . '
bien, ' parfait ce application être vraiment parfaire . je vous le recommander vivement . '
bien, ' ce que je chercher fonctionner très bien un peu de pub mais pas trop gêner '
bien, ' galaxie snote  @card@ suite à le défaillance de Reader  Hub  je avoir installer ce appli  et récupérer sans problème mon document et livre '
bien, ' excellent super sur galaxy  S4  ! ! on avoir le impression de lire dans un livre réel '
mauvais, ' Doesn\'t  support epub  format App  ok  , but why  epub  , if there  exist  already  pdf  ? '
bien, ' nickel Praticité  et efficacité . ce appli  tirer le maximum du possibilité du téléphone . '
bien, ' magnifique ce appli  être exelente  elle nous permettre de telecharger  plein de livre '
bien, ' beau application . dommage ce page intempestif de pub , mais bon , il falloir accepter ce compromis . je recommander vivement ce appli  . '
bien, ' chargement rapide , fluide et sobre le page se charger rapidement , on n  attendre pas devant du page blanc comme avc  d  autre app  . pas de fioriture , ce être clean , fluide . je me en sert majoritairement pour de gros doc PDF  et ce être nickel . '
bien, ' excellent application satisfaisant , très pratique , un très bon affichage : ) je ne suivre|être pas décevoir . . '
bien, ' exactement ce que je vouloir très bien pour lire confortablement un livre en pdf  '
bien, ' pas de quoi avoir ce pleindre  Tt  ton livre en pdf  être lire|liser '
neutre, ' on me demander de noter sans la|le avoir utiliser ... je changer mon note plus tard '
neutre, ' cool plutôt cool '
bien, ' livre parfait pour lire un livre on retrouver facilement son page '
bien, ' lecteur PDF  simple application satisfaisant , il être très rapide de ajouter le livre présent sur le carte sd  . merci à le équipe . '
bien, ' très bon application avec un document PDF  que j‘avais  créer je n‘arrivais  pas à l‘ouvrir  avec my  librairy  liter et le pas de problème , je le recommander vivement '
bien, ' bien très important pour voir son livre dans un joli bibliothèque ‚ mais le toile de araignée devoir être nettoyer '
bien, ' bon application . simple et efficace , je apprécier beaucoup le interface en forme de bibliothèque où chaque fichier être un livre . à recommander . '
bien, ' Fred Monreader+  être plus sophistiquer mais pour lire de pauvre pdf  il falloir payer|payer ! ! ... Alors  que ce reader être complet et gratuit ! rapport qualité prix imbattable '
mauvais, ' pas pratique du tout , impossible de trier correctement ce recherche , nous envoi dans le même rayon quelque soit le choix . à déconseiller , après mettre énerver pendant un heure je avoir passer mon commande sur mon pc  . '
mauvais, ' L application être bien faire , je mettre @card@ étoile car c  être facile de gonfler le prix et de mettre un réduction à côté pour arriver au prix normal , ( il n  y avoir que avoir regarder le prix du jouet avant réduction , pour s  en rendre compte ) '
bien, ' vraiment sympa ! : ) très bon application ! '
bien, ' je aimer bien ! pas mal ... '
bien, ' application pratique seul bémol , le notification ne se mettre pas à jour de manière automatique ... Multiples  doubler '
bien, ' je recommander Tjr  o  top cdiscount  '
neutre, ' pas mal mais pas avoir le hauteur de ce que je attendre '
bien, ' bon application , merci maggle  '
mauvais, ' bien je aimer . '
bien, ' bon application . '
bien, ' ????  ce être un bon application '
bien, ' bon appli  mais un peu lent pour valider le commande et avoir du mal à supprimer le article que le on ne vouloir plus . '
bien, ' je adorer ce application . '
bien, ' Tres  bon apply  '
mauvais, ' impossible de payer|payer '
bien, ' indispensable . '
bien, ' je aimer  '
mauvais, ' non compatible comment ce faire il que le package du fichier être incompatible ? Ics  ? '
mauvais, ' site escroc . à signaler avoir le DGCRF  . ne respecter pas son propre condition général de vente . bafouer le droit de rétractation . le sav  se moquer du monde . si vous retourner votre achat , il vous revenir car personne pour le recevoir et pas de boite pour le avis de passage . et le comble vous devoir repayer|repayer le frai|frais de port pour le récupérer . '
mauvais, ' le s.  a.  v  être un joli façon de se faire de l  argent pour eux ... . on te faire répéter 15fois  ton question ... on te voler en fait ... sinon sans le s.  a.  v  cela aller ! '
mauvais, ' Boof  pas très interactif ! et le réduction de @card@ euro sur le rayon supermarché et inexistant même en téléchargement  le application '
mauvais, ' beaucoup de chosrs  à améliorer impossible de régler un achat par paypal  ! site bordélique ! trop de pub ! pousse à utiliser le carte cdiscount  ! du option payant de dernier minute au moment du règlement difficile à éviter ! peu de réactivité après le achat ( attente du mail de confirmation de achat ) du dépôt en relais inexistant voir douteux '
mauvais, ' impossible de payer|payer le application me renvoyer à chaque foi|fois au menu précédent quand je vouloir payer|payer et en plus il me mettre @card@ article alors que je en être @card@ seul '
mauvais, ' je voir pas le intérêt de avoir accès avoir notre photo vidéo appel etc ... . . même plus de intimité c  pathétique '
mauvais, ' aussi vite désinstallé  qu  \' installé.  . on ne pouvoir même pas imprimerou  télécharger  le facture depuis le appli  ni depuis le site mobile , et impossible de aller sur le site normal avec un mobile ! comment faire on quand on avoir pas de ordinateur ? '
mauvais, ' ce être un application de espionnage ... ... ce appli  demander le acces  avoir le appareil photo , le historique , le identite  du telephone  , le autre applis  installer , le micro , etc ... Vous  vouloir pas mesurer le longueur du poil de mon b**e  non plus ? '
mauvais, ' hello édit : appel passer au SC  @card@ réponse 1m  de attente , procédure de remboursement renouveler + geste commercial 15€  bon achat cumulable . merci enfin . ( [ [ Bon  le App  être correct mais cela faire @card@ moi|mois que je attendre mon remboursement de 29€  je avoir déjà appeler un foi|fois le S-C  pour quelque €  je avoir le impression que il attendre que on dépenser le équivalent dans le hotline  avant de nous rembourser ... Au  moins @card@ rappel depuis mon compte en ligne ( gratuit ) et RiEN  ! ] ] ) '
mauvais, ' Tres  perfectible c  discount c  être bcp  ameliore  mais ce appli  planter souvent de plus elle presente  pas comme le site internet  et malheureusement bcp  de fiche technique erronnees  ou d  un autre article dommage pour un vendeur de ce niveau avoir revoir au plus vite '
mauvais, ' vraiment nul je choisir mon article impossible de aller jusque au paiement son beug  pendant 1h  ne importer quoi nul comme appli  le site Internet et vraiment mieux et encore ... je recommander pas '
bien, ' bien . Tres  bon application . je avoir commender  dessus un iphone  5s  32GO  or , et je la|le avoir bien recu  ! '
bien, ' Cdiscount  ce apli  être avoir merveille je conseiller de installer sur être sécuriser bon shopping avoir tout mer si au développeur  '
mauvais, ' nul personne se occuper de le application Cdiscount  je vouloir acheter galalaxy  s5  noir avoir @card@ euro tant pis pour vous je aller la|le donner avoir quelqu\'un de autre ... ... '
mauvais, ' incompétent je avoir commander un vitre pour protéger mon écran de téléphone et je ne la|le avoir jamais recevoir ! ! je ne vous conseil pas se site . '
mauvais, ' encore trop de bugs  Appli  qui ramer ( défilement du page ) , qui tourner parfois dans le vide et qui se fermer route seul . mais le plus grave être que certain prix afficher être faux ( ex . du wiko  getaway  black  gold ) : quand vous cliquer sur le article ce ne être plus le même prix ! seul avantage par rapport à le version web  , ce être le promo flash , encore falloir il arriver à valider le commande sans que cela beugue  . bref ampli intéressant mais y\'a  encore du boulot ! '
mauvais, ' nul faire beuguè  mon tel et commander un lit recevoir cassé et pas complet ! '
bien, ' bien mais encore quelque bugs  de affichage '
neutre, ' bon appli  assez pratique mais le temps de chargelent  être parfois bien trop long ce qui gache  le utilisation de le appli  et je ne penser pas que se être du avoir mon connexion car je ne avoir pas ce genre de problèles  avec le autre application '
bien, ' offre commercial intéressant via ce application . pas mal de offre sympa via le application mobile , sinon pour le rester cela fonctionner ce qui être déjà très bien de notre jour : ) '
neutre, ' pourquoi pas de mode paysage ? aller être fou à quand un vrai version tablette ? '
mauvais, ' bon appli  seul bemol  du foi|fois ca  rame et impossible d  acceder  au contenu . dommage '
neutre, ' trop de bugs  je aimer ce application le seul problème ce être que le plupart du temps le videos  bug  et je ne arriver pas avoir la|le voir ou bien elle être longue avoir charger mais dans ce cas ce être vraiment vraiment vraiment super lent donc cela être bien de régler cela sinon super app  '
neutre, ' Video  making  bug  Xperia  M2  The  video  playback  does  not  work  ( except  for the  final render  ) on the  video  editor  . Also  my  viewers  says  the  sound  of  my  viner are pretty  low  . I\'m  on avoir Xperia  M2  '
bien, ' Mieu  que mieu  difficile de faire mieu  que ce app  , devant snap  mais derrière fb  '
bien, ' ce être trop cool je aimer trop ce application ! ?  '
neutre, ' cool mais ... je aimer beaucoup ce application , le seul problème être que quand je vouloir mettre un vidéo de mon galerie son marche @card@ foi|fois sur @card@ ! donc vite corriger ce problème qui être très ennuyeux . '
neutre, ' super mais lent le application marche avoir merveille mais le vidéo prendre du temps avoir charger '
bien, ' très Bonne  application mais comment incruster du musique lors du Vines  ? ? ? '
neutre, ' What  ? ! What  ? ! je ne pouvoir pas prendre du vidéo ... J\'  avoir un Samsung  galaxy  trend  liter ... Help  et le vidéo mettre @card@ plombe pour charger ... '
mauvais, ' Maj  vite ! ! je arriver pas avoir mettre un vidéo ( que je avoir pourtant filmer avec viner ) en ligne ! ! ! '
bien, ' \' être énorme regarder catégorie humour Jerome  jarre ce être énorme ^^  '
mauvais, ' ine  beug  je me suivre|être déconnecter afin de vérifier quelque chose et un foi|fois que je vouloir me reconnecter  il dire que le adresse ou le mot de passe être incorrect je avoir recréer un compte avec le même adresse le même code et cela ne me informer même pas que le adresse être déjà utiliser je avoir refaire le même opération et son avoir refaire le même chose résultat je avoir perdre mon compte et je ne pouvoir ne y utiliser mon adresse ne y réinitialisé  mon mot de passe voir que il ne me envoi rien quand je cliquer sur réinitialisé  '
neutre, ' Bug  le application bug  depuis le dernier mise à jour dommage impossible de voir de autre profil '
neutre, ' pas mal à part le fait que le videos  être court . je ne recevoir pas mon code de confirmation par SMS  aussi . '
bien, ' Cooooooool  ce être marrant de voir que le gens avoir pas de chance '
bien, ' viner vous avoir @card@ sec . pour Délirer  ... '
mauvais, ' annot  upload  videos  from  phone gallery  ... '
mauvais, ' e  savoir pas cmt  son marche mais son parer cool '
bien, ' ool  '
neutre, ' avoir dernier mise à jour à mi le application nul '
bien, ' génial je adorer ce réseau social ! '
bien, ' It  Was  Good  It  was  the  best  in the  world  mother  fucker  '
neutre, ' mettre à jour depuis le nouveau mise à jour ce être vraiment nul '
neutre, ' onne  appli  mais je sentir que je aller désinstaller  ce apllication  depuis le mise à jour jarrive  plus à me connecter sur mon propre compte '
bien, ' Darrrrrr  je vous le conseil '
bien, ' jouter un éditeur de son être parfaire '
mauvais, ' Galaxy  s3  Ca  bug  trop ! '
mauvais, ' je suivre|être décevoir je ne arriver pas à me inscrire '
bien, ' e  top ! '
bien, ' xcellent  je le conseil vivement '
mauvais, ' mpossible  de créer un compte : -(  '
bien, ' ieu  que snap  : ) '
bien, ' rop  bien '
neutre, ' rop  de bug  en ce moment '
bien, ' je aimer trop ! ce appli  être grave bien ! '
mauvais, ' Ohlala  pas mal de bugs  en ce moment.  . ??  '
neutre, ' génial mais génial mais gros bug  , on ne pouvoir plus chercher le gens ou alors on la|le trouver mais cela ne marcher pas . '
bien, ' bon maj  depuis le mise à jour je ne avoir plus de problème , rien à dire ?  '
neutre, ' super mais ... je ne arriver pas à activer mon tel . je avoir beau faire un demande de renvoi de sms  , rien ne y faire . dommage pour le message . donc 3?  . @card@ si MAJ  '
bien, ' bof je ne pouvoir pas regarder de vidéo cela ne charger pas pareil pour le profit ! vous pouvoir changer cela svp  ? '
bien, ' code de confirmation je avoir mettre mon numéro pour que il me envoyer un code de confirmation mais il ne me avoir rien envoyer '
bien, ' menu L appli  être exellente  mais ne avoir pas de bouton menu sur le galaxy  S5  je ne petit pas retirer le match en favori ce être pour cela la|le étoiler en moins . merci de remédier avoir ce petit problème . '
bien, ' très bon application je adorer le foot et ce application me convenir|convier tout ne être pas parfait . on arriver quand même à suivre à telecharge  sans attendre '
bien, ' ppli  parfaire ! seul petit détail et pas du moindre je recevoir aucun notification même en mettre le match en favori . je suivre|être sur lg  g3  '
mauvais, ' gros bug  à chaque foi|fois que je lancer le aplication  elle se fermer et affiche " resultat  foot se être arreter  '
bien, ' xcellente  application ! énorme choix de match à travers le monde et pas de décalage notable avec le direct ! : - ) '
bien, ' cool cool et gant je dire cool c  et coul  '
bien, ' rès  bien mais le problème ce être que le alerte but être très décaler par rapport à Flash  Résultat  '
bien, ' Tres  bien J  avoir essayer|essayer tout le application et le meilleur et celui ci en plus on pouvoir choisir c  equipe  prefere  et voir tout de suite ce resultats  . je la conseiller ce aplis  . '
bien, ' \' aimer bien ce appli  seul bémol y\'a  pas le mode paysage surtout pour le tablette dommage ! ! ! ? '
bien, ' trop cool je aimerrais  pouvoir voir le classement du meilleur buteur sinon le qualité pour suivre le match être vraiment parfaire '
neutre, ' il y avoir un manque ... possesseur d  \' un S5  , il n  y avoir pas le touche pour acceder  au menu de l  " appli  et par consequent  impossible d  aller directement sur le classement ... dommage ! '
neutre, ' bon appli  manquer un peu de fonctionnalité , de diversité et de fluidité dans le interface mais à part cela très bon appli  qui faire bien son taff  avec de bon détail sur le match de bon infos  et un bon suivi en direct avec de bon alerte etc ! ! un appli  simple et pratique de utilisation . '
bien, ' bien je adorer ce appli  je me en servir tout le temps . '
bien, ' res  bien je mon @card@ etoiles  mais attention au bug  pour le mise avoir jour '
bien, ' magnifique je n  avoir pas trouver de mieux sur le résultat avec un précision . '
bien, ' son trop kifan  ! ! : - ) Jador  mai son inpeu  en retard le but can  je regarder en meme  tan avoir le télé mai je aimer  bien + et infiniter  '
bien, ' bien ce appli  me servir beaucoup je aimer bien tout le matin je peu voir le résultat du match de le veille '
bien, ' res  à le aise avc  @card@ aplk  . le connection  être facile et le match être du @card@ % direct '
bien, ' sympathique je trouver le site assez bien : ) le petit bémol ce être que il y avoir un décalage avec le action . '
bien, ' e  mettre un note de @card@ appli  parfaire dommage que avec le galaxy  noter @card@ je n  avoir plus ace au classement '
bien, ' un appli  de enfer elle être trop cool en plus je pouvoir avoir du résultat de match que je ne pouvoir pas regarder '
bien, ' Exellent  alerte but exetera  tout être bien en plus le photo ce être Paris contre le Barça  et voilà tout être bien il manquer juste regarder le match ! ! ! ! '
bien, ' parfait je ne avoir ni bein  sport ni canal + . je adorer le foot et ce apli  me permettre de suivre mon equipe  . à TÉLÉCHARGE  '
bien, ' fan de foooot  Suppper  ! alors avec ce aplis  je rater aucun match : ) ! ! ! ! . . dommage que il ne y avoir pas de commentaire pour le match féminin '
bien, ' rès  bon apli  . merci . vif le foot(sans  haine ) . '
bien, ' Bugg  Gro  bugg  laplis  se bloc son arret  . mise avoir jour urgent '
bien, ' un chose importente  Apps  être tres  bon sans defaut  mais le publicité minimiser le fonctionalité  avoir accés  au match se qui reduit  le qualité de le application et merci au developeurs  '
bien, ' trop cool super appli  , elle me permettre de suivre en temps réel mon equipes  et mon championnat favori '
mauvais, ' Oui.  . mais je aurais(j\'eusse  ) aimer avoir le nom du buteur dans le division inférieur . sinon , très bon appli  si la|le on excepter tout le faute de français tant dans le avis que dans le commentaire . '
bien, ' rop  bon application pour le resultats  du match , et surtout sur le information du but , du cote etc ... . '
bien, ' \' être dommage que le composition de équipe ne être pas détailler à plat sur un terrain sinon très bon appli  ! '
bien, ' super Appli  @card@ étoile , vous avoir le 5eme  en rajouter le classement de buteur ! C très important '
mauvais, ' de pire en pire ... Bug  de plus en plus important ... pub chiant ... probleme  d  horaire ... si c  être pour faire de le merde arretez  le maj  et remettre le precedentes  version , ou faire un autre job le gars '
bien, ' impec ! ! ! il falloir pouvoir régler le son du alerte car mon femme faire du bon tout le @card@ min  . ; - ) et pouvoir choisir le côte du différent " bookmaker " '
mauvais, ' Commentaire:1  étoile car demande un peu trop de autorisation , certain étant inutile ( infos  appel ? ? ? ) '
bien, ' super elle être bien pour voir le résultat mais le description ne être pas très clair '
bien, ' cool cool ce super souvent je regard le match au travail même si ya pas télévision '
neutre, ' BUG  Désinstalle  , réinstaller , Désinstalle  , réinstaller ... et toujours du bugs  , quel dommage car ce ampli être super sinon ... '
bien, ' xcellent  tout être dans le titre seul bémol le réglage du notification que on ne peu pas changer . '
bien, ' cool cool '
neutre, ' Probleme  bonjour je faire partir de le équipe de choc EDC  , nous sommer|être au niveau @card@ pour notre clan et le point de banque que le on avoir devoir gagner ne apparaître pas du tout . pourquoi ? et comment justement gagner te on le xp  de clan ? nous ne savoir pas du tout rien ne être expliquer . je attendre votre reponse  . '
bien, ' quelque bugs  mais magnifique le application être parfaire mais si il y avoir plus de couleur pour le emblème et que on pouvoir modifier son classe cela avoir être encore mieux ! ! ; ) '
bien, ' son c  bon trop énorme ! pour information je rechercher un clan sur ps4  je suivre|être majeur et finir @card@ foi|fois le jeu en mode , commando et vétéran '
neutre, ' assez bien je ne pouvoir pas faire de enblème  , ne servir pas avoir grand chose mais bien quand même . Télécharger  le et juger de vous même '
bien, ' prestige ancien call  of  le prestige du précédent call  of  ne se afficher pas pour tout le monde sur le profil , petit détail mais bon , si ce être là , autant que cela fonctionner . '
neutre, ' Beug  depuis hier depuis que je avoir faire un emblème via mon smartphone  ( samsung  galaxy  s  @card@ ) le appli  ne vouloir plus se ouvrir . . . '
mauvais, ' nul on pouvoir tester tout le mot de passe il aller dire que ce n  être pas bon '
