@relation play_store_comments
@attribute ps_class {mauvais, neutre, bien}
@attribute text String
@data
mauvais, ': commentaire : le être un joli façon de se faire de argent pour eux ... . on te faire répéter ton question ... on te voler en fait ... sinon sans le cela aller ! '
mauvais, ': : pas très interactif ! et le réduction de @card@ euro sur le rayon supermarché et inexistant même en le application '
mauvais, ': beaucoup de à améliorer : impossible de régler un achat par ! site bordélique ! trop de pub ! pousse à utiliser le carte ! du option payant de dernier minute au moment du règlement difficile à éviter ! peu de réactivité après le achat ( attente du mail de confirmation de achat ) du dépôt en relais inexistant voir douteux '
mauvais, ': commentaire : impossible de payer|payer le application me renvoyer à chaque foi|fois au menu précédent quand je vouloir payer|payer et en plus il me mettre @card@ article alors que je en être @card@ seul '
mauvais, ': commentaire : je voir pas le intérêt de avoir accès avoir notre photo vidéo appel etc ... . . même plus de intimité pathétique '
mauvais, ': aussi vite \' . commentaire : on ne pouvoir même pas le facture depuis le ni depuis le site mobile , et impossible de aller sur le site normal avec un mobile ! comment faire on quand on avoir pas de ordinateur ? '
mauvais, ': ce être un application de espionnage ... ... : ce demander le avoir le appareil photo , le historique , le du , le autre installer , le micro , etc ... vouloir pas mesurer le longueur du poil de mon non plus ? '
mauvais, ': hello : édit : appel passer au @card@ réponse de attente , procédure de remboursement renouveler + geste commercial bon achat cumulable . merci enfin . ( [ [ le être correct mais cela faire @card@ moi|mois que je attendre mon remboursement de je avoir déjà appeler un foi|fois le pour quelque je avoir le impression que il attendre que on dépenser le équivalent dans le avant de nous rembourser ... moins @card@ rappel depuis mon compte en ligne ( gratuit ) et ! ] ] ) '
mauvais, ': perfectible : discount être mais ce planter souvent de plus elle pas comme le site et malheureusement de fiche technique ou un autre article dommage pour un vendeur de ce niveau avoir revoir au plus vite '
mauvais, ': vraiment nul : je choisir mon article impossible de aller jusque au paiement son pendant ne importer quoi nul comme le site Internet et vraiment mieux et encore ... je recommander pas '
bien, ': bien . commentaire : bon application . je avoir dessus un or , et je la|le avoir bien ! '
bien, ': : ce être avoir merveille je conseiller de installer sur être sécuriser bon shopping avoir tout mer si au '
mauvais, ': nul personne se occuper de le application : je vouloir acheter noir avoir @card@ euro tant pis pour vous je aller la|le donner avoir quelqu\'un de autre ... ... '
mauvais, ': incompétent : je avoir commander un vitre pour protéger mon écran de téléphone et je ne la|le avoir jamais recevoir ! ! je ne vous conseil pas se site . '
mauvais, ': encore trop de : qui ramer ( défilement du page ) , qui tourner parfois dans le vide et qui se fermer route seul . mais le plus grave être que certain prix afficher être faux ( ex . du gold ) : quand vous cliquer sur le article ce ne être plus le même prix ! seul avantage par rapport à le version , ce être le promo flash , encore falloir il arriver à valider le commande sans que cela . bref ampli intéressant mais encore du boulot ! '
mauvais, ': nul : faire mon tel et commander un lit recevoir cassé et pas complet ! '
bien, ': bien : mais encore quelque de affichage '
neutre, ': commentaire : bon assez pratique mais le temps de être parfois bien trop long ce qui le utilisation de le et je ne penser pas que se être du avoir mon connexion car je ne avoir pas ce genre de avec le autre application '
bien, ': offre commercial intéressant via ce application . commentaire : pas mal de offre sympa via le application mobile , sinon pour le rester cela fonctionner ce qui être déjà très bien de notre jour : ) '
neutre, ': pourquoi pas de mode paysage ? commentaire : aller être fou à quand un vrai version tablette ? '
mauvais, ': commentaire : bon seul du foi|fois rame et impossible au contenu . dommage '
neutre, ': trop de : je aimer ce application le seul problème ce être que le plupart du temps le et je ne arriver pas avoir la|le voir ou bien elle être longue avoir charger mais dans ce cas ce être vraiment vraiment vraiment super lent donc cela être bien de régler cela sinon super '
neutre, ': : ( for final ) on . viner are . on avoir '
bien, ': que : difficile de faire que ce , devant mais derrière '
bien, ': ce être trop cool : je aimer trop ce application ! '
neutre, ': cool mais ... : je aimer beaucoup ce application , le seul problème être que quand je vouloir mettre un vidéo de mon galerie son marche @card@ foi|fois sur @card@ ! donc vite corriger ce problème qui être très ennuyeux . '
neutre, ': super mais lent : le application marche avoir merveille mais le vidéo prendre du temps avoir charger '
bien, ': très application : mais comment incruster du musique lors du ? ? ? '
neutre, ': ? ! commentaire : ? ! je ne pouvoir pas prendre du vidéo ... avoir un liter ... et le vidéo mettre @card@ plombe pour charger ... '
mauvais, ': vite ! ! commentaire : je arriver pas avoir mettre un vidéo ( que je avoir pourtant filmer avec viner ) en ligne ! ! ! '
bien, ': commentaire : \' être énorme regarder catégorie humour jarre ce être énorme '
mauvais, ': commentaire : je me suivre|être déconnecter afin de vérifier quelque chose et un foi|fois que je vouloir me il dire que le adresse ou le mot de passe être incorrect je avoir recréer un compte avec le même adresse le même code et cela ne me informer même pas que le adresse être déjà utiliser je avoir refaire le même opération et son avoir refaire le même chose résultat je avoir perdre mon compte et je ne pouvoir ne y utiliser mon adresse ne y mon mot de passe voir que il ne me envoi rien quand je cliquer sur '
neutre, ': : le application depuis le dernier mise à jour dommage impossible de voir de autre profil '
neutre, ': pas mal : à part le fait que le être court . je ne recevoir pas mon code de confirmation par aussi . '
bien, ': : ce être marrant de voir que le gens avoir pas de chance '
bien, ': viner : vous avoir @card@ sec . pour ... '
mauvais, ': commentaire : phone ... '
mauvais, ': commentaire : savoir pas son marche mais son parer cool '
bien, ': commentaire : '
neutre, ': commentaire : avoir dernier mise à jour à mi le application nul '
bien, ': génial : je adorer ce réseau social ! '
bien, ': : in '
neutre, ': mettre à jour : depuis le nouveau mise à jour ce être vraiment nul '
neutre, ': commentaire : mais je sentir que je aller ce depuis le mise à jour plus à me connecter sur mon propre compte '
bien, ': : je vous le conseil '
bien, ': commentaire : jouter un éditeur de son être parfaire '
mauvais, ': : trop ! '
mauvais, ': je suivre|être décevoir : je ne arriver pas à me inscrire '
bien, ': commentaire : top ! '
bien, ': commentaire : je le conseil vivement '
mauvais, ': commentaire : de créer un compte : '
bien, ': commentaire : que : ) '
bien, ': commentaire : bien '
neutre, ': commentaire : de en ce moment '
bien, ': je aimer trop ! commentaire : ce être grave bien ! '
mauvais, ': : pas mal de en ce . '
neutre, ': génial mais : génial mais gros , on ne pouvoir plus chercher le gens ou alors on la|le trouver mais cela ne marcher pas . '
bien, ': bon : depuis le mise à jour je ne avoir plus de problème , rien à dire '
neutre, ': super mais ... : je ne arriver pas à activer mon tel . je avoir beau faire un demande de renvoi de , rien ne y faire . dommage pour le message . donc . @card@ si '
bien, ': bof : je ne pouvoir pas regarder de vidéo cela ne charger pas pareil pour le profit ! vous pouvoir changer cela ? '
bien, ': code de confirmation : je avoir mettre mon numéro pour que il me envoyer un code de confirmation mais il ne me avoir rien envoyer '
bien, ': menu : L être mais ne avoir pas de bouton menu sur le je ne petit pas retirer le match en favori ce être pour cela la|le étoiler en moins . merci de remédier avoir ce petit problème . '
bien, ': très bon application : je adorer le foot et ce application me convenir|convier tout ne être pas parfait . on arriver quand même à suivre à sans attendre '
bien, ': commentaire : parfaire ! seul petit détail et pas du moindre je recevoir aucun notification même en mettre le match en favori . je suivre|être sur '
mauvais, ': gros : à chaque foi|fois que je lancer le elle se fermer et affiche " foot se être '
bien, ': commentaire : application ! énorme choix de match à travers le monde et pas de décalage notable avec le direct ! : - ) '
bien, ': cool : cool et gant je dire cool et '
bien, ': commentaire : bien mais le problème ce être que le alerte but être très décaler par rapport à '
bien, ': bien : avoir essayer|essayer tout le application et le meilleur et celui ci en plus on pouvoir choisir et voir tout de suite ce . je la conseiller ce . '
bien, ': commentaire : \' aimer bien ce seul bémol pas le mode paysage surtout pour le tablette dommage ! ! ! ? '
bien, ': trop cool commentaire : pouvoir voir le classement du meilleur buteur sinon le qualité pour suivre le match être vraiment parfaire '
neutre, ': il y avoir un manque ... : possesseur \' un , il y avoir pas le touche pour au menu de " et par impossible aller directement sur le classement ... dommage ! '
neutre, ': bon : manquer un peu de fonctionnalité , de diversité et de fluidité dans le interface mais à part cela très bon qui faire bien son avec de bon détail sur le match de bon et un bon suivi en direct avec de bon alerte etc ! ! un simple et pratique de utilisation . '
bien, ': bien : je adorer ce je me en servir tout le temps . '
bien, ': commentaire : bien je mon @card@ mais attention au pour le mise avoir jour '
bien, ': magnifique : je avoir pas trouver de mieux sur le résultat avec un précision . '
bien, ': son trop ! ! : - ) : mai son en retard le but je regarder en tan avoir le télé mai bien + et '
bien, ': bien : ce me servir beaucoup je aimer bien tout le matin je peu voir le résultat du match de le veille '
bien, ': commentaire : à le aise @card@ . le être facile et le match être du @card@ % direct '
bien, ': sympathique : je trouver le site assez bien : ) le petit bémol ce être que il y avoir un décalage avec le action . '
bien, ': commentaire : mettre un note de @card@ parfaire dommage que avec le noter @card@ je avoir plus ace au classement '
bien, ': un de enfer : elle être trop cool en plus je pouvoir avoir du résultat de match que je ne pouvoir pas regarder '
bien, ': : alerte but tout être bien en plus le photo ce être Paris contre le et voilà tout être bien il manquer juste regarder le match ! ! ! ! '
bien, ': parfait : je ne avoir ni sport ni canal + . je adorer le foot et ce me permettre de suivre mon . à '
bien, ': fan de : ! alors avec ce je rater aucun match : ) ! ! ! ! . . dommage que il ne y avoir pas de commentaire pour le match féminin '
bien, ': commentaire : bon . merci . vif le haine ) . '
bien, ': : se bloc son . mise avoir jour urgent '
bien, ': un chose : être bon sans mais le publicité minimiser le avoir au match se qui le qualité de le application et merci au '
bien, ': trop cool commentaire : super , elle me permettre de suivre en temps réel mon et mon championnat favori '
mauvais, ': . mais : je ) aimer avoir le nom du buteur dans le division inférieur . sinon , très bon si la|le on excepter tout le faute de français tant dans le avis que dans le commentaire . '
bien, ': commentaire : bon application pour le du match , et surtout sur le information du but , du cote etc ... . '
bien, ': commentaire : \' être dommage que le composition de équipe ne être pas détailler à plat sur un terrain sinon très bon ! '
bien, ': super : @card@ étoile , vous avoir le en rajouter le classement de buteur ! C très important '
mauvais, ': de pire en pire ... : de plus en plus important ... pub chiant ... horaire ... si être pour faire de le merde le et remettre le version , ou faire un autre job le gars '
bien, ': impec ! ! ! commentaire : il falloir pouvoir régler le son du alerte car mon femme faire du bon tout le @card@ . ; - ) et pouvoir choisir le côte du différent " bookmaker " '
mauvais, ': étoile car demande un peu trop de autorisation , certain étant inutile ( appel ? ? ? ) '
bien, ': super : elle être bien pour voir le résultat mais le description ne être pas très clair '
bien, ': cool cool : ce super souvent je regard le match au travail même si ya pas télévision '
neutre, ': : , réinstaller , , réinstaller ... et toujours du , quel dommage car ce ampli être super sinon ... '
bien, ': commentaire : tout être dans le titre seul bémol le réglage du notification que on ne peu pas changer . '
bien, ': cool : cool '
neutre, ': : bonjour je faire partir de le équipe de choc , nous sommer|être au niveau @card@ pour notre clan et le point de banque que le on avoir devoir gagner ne apparaître pas du tout . pourquoi ? et comment justement gagner te on le de clan ? nous ne savoir pas du tout rien ne être expliquer . je attendre votre . '
bien, ': quelque mais magnifique : le application être parfaire mais si il y avoir plus de couleur pour le emblème et que on pouvoir modifier son classe cela avoir être encore mieux ! ! ; ) '
bien, ': son bon : trop énorme ! pour information je rechercher un clan sur je suivre|être majeur et finir @card@ foi|fois le jeu en mode , commando et vétéran '
neutre, ': assez bien : je ne pouvoir pas faire de , ne servir pas avoir grand chose mais bien quand même . le et juger de vous même '
bien, ': prestige ancien : le prestige du précédent ne se afficher pas pour tout le monde sur le profil , petit détail mais bon , si ce être là , autant que cela fonctionner . '
neutre, ': depuis hier : depuis que je avoir faire un emblème via mon ( @card@ ) le ne vouloir plus se ouvrir . . . '
mauvais, ': nul : on pouvoir tester tout le mot de passe il aller dire que ce être pas bon '
bien, ': pas mal mais : le opérateur ne être pas du tout le bon , je avoir un full zombie et sur le application cela me mettre un '
bien, ': pas mal : bon application que je conseiller pour le joueur de ; - ) '
bien, ': on recruter : : ) être son le clan le nom avec le sourire '
mauvais, ': marche pas : ( commentaire : il me reconnaître pas mon compte et quand en créer un nouveau son se connecter pas '
neutre, ': problème emblème et historique : on ne pouvoir pas besoin mettre le même emblème que le team . on ne voir pas non plus son historique du différent . sinon correct comme cela rappel sans changement . '
bien, ': : application super à par quelque au niveau du emblème . recruter '
neutre, ': commentaire : le édition de marche pas ... '
neutre, ': : bonjour on ne gagner aucun de clan depuis hier son ce être de monter et on et @card@ et on avoir aucun jeton que on gagner merci de se souci '
bien, ': problème : pas moyen de sauvegarder mon . sinon à part cela sans appartenir à un clan elle ne servir à rien ... '
bien, ': recruter : le team recruter sur se entretenir avec ou envoyer votre demande sur le application '
bien, ': commentaire : elle marcher très bien la|le changer votre portable de merde '
bien, ': commentaire : bon dommage que on pouvoir pas personnaliser son personnage '
bien, ': : : faucon Royal recruter joueur @card@ venir sinon bon '
bien, ': commentaire : je pouvoir gérer mon clan à distance ce être trop bien . '
mauvais, ': super , vraiment nul commentaire : super le éditeur de emblème , il marquer problème de quand je enregistrer ... marre de faire du emblème pour que il être supprimer par le . à '
mauvais, ': gros : le application dans le ensemble être bon mais je ne arriver pas avoir avoir avoir mon clan , donc sans au clan le me servir avoir rien et de temps en temps plus avoir mon compte . vite un mise avoir jour ! ! '
bien, ': chercher clan : je chercher un clan dynamique sympa et qui faire le guerre de clan ! je suivre|être majeur je préciser depuis longtemps '
bien, ': : salut le team recruter '
neutre, ': dans : le en être être bien mais je avoir modifier mon dans le jeu mais sur le je ne voir pas le modification avoir corriger please ... . '
mauvais, ': inutile : application inutile et qui ne fonctionner pas correctement . '
bien, ': clan : le clan recruter bon entente ! : ) '
mauvais, ': commentaire : son marche pas '
bien, ': : on recruter sur @card@ et ! niveau @card@ déjà ! contacter '
neutre, ': commentaire : mais avoir pas trouver le classe '
bien, ': commentaire : comment faire on pour monter le niveau du clan '
bien, ': commentaire : chercher clan mon : suivre|être prestige @card@ ) '
bien, ': petit problème : le partie pour le emblème ne marcher pas . on ne pouvoir pas copie ou créer un emblème . merci de prendre en compte ce problème . '
mauvais, ': : impossible de sauvegarder un via le ! '
mauvais, ': bof : pour moi le application charger puis me dire que le connexion au serveur avoir être perdre '
mauvais, ': incomplet : je trouver que ce application mériter plus de contenu et de fonctionnalité , comme par exemple pouvoir créer son classe , son emblème etc ... '
neutre, ': commentaire : avoir pouvoir pas le guerre de voir le mode devoir faire comment tu vouloir faire le de clan ... '
bien, ': excellent : ce application fonctionner très bien il y avoir aucun son valoir un @card@ star '
mauvais, ': : je arriver pas à connecter mon compte , il me dire de jouer au moins un partie alors que je avoir du en faire un '
mauvais, ': gros sur le note @card@ commentaire : il marcher super bien sur mon mais la , il planter et se arrêter aussitôt ouvrir '
mauvais, ': on ne pouvoir pas ajouter , juste modifier celui de base effet correction du œil rouge et ce tout : nul '
mauvais, ': commentaire : son fonctionner pas quand je cliquer sur je peu attendre longtemps son reste un image blanc savoir avoir '
mauvais, ': utilisation impossible : je suivre|être sur un tablette et avoir rien avoir avec le descriptif . on pouvoir juste choisir un photo et lui mettre un effet ... . je ne comprendre pas '
bien, ': commentaire : super application . ce être dommage que le on ne pouvoir pas écrire . '
bien, ': cool : simple cool , et le version français ? ? '
mauvais, ': : avoir que plante déjà ... comme . je déconseiller '
bien, '
bien, ': : super , être vraiment super cool merci pour ce super ! '
mauvais, ': je commentaire : en vidéo du ton je aller pouvoir faire plein de truc mais non on pouvoir presque rien faire en plus sur tablette et portable pouvoir le faire ! ! ! '
bien, ': au top : pas aussi bien que sur mais très complet pour du photo de téléphone ! '
bien, ': trop cool : cela me avoir beaucoup plaire|pleuvoir . avec cela je pouvoir changer tout mon photo et impressionner mon ami ! '
mauvais, ': commentaire : idem , sur , on pouvoir rien faire ! ! sauf un photo et mettre un filtre ce être tout ! encore décevoir par un qui marcher pas ou fonctionner . '
